,name,rating,reviews,ctype,hq,old,employees
2597,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2598,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2599,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2600,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2601,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2602,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2603,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2604,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2605,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2606,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2607,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2608,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2609,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2610,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2611,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2612,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2613,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2614,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2615,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2616,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2617,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2618,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2619,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2620,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2621,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2622,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2623,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2624,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2625,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2626,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2627,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2628,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2629,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2630,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2631,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2632,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2633,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2634,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2635,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2636,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2637,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2638,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2639,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2640,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2641,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2642,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2643,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2644,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2645,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2646,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2647,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2648,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2649,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2650,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2651,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2652,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2653,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2654,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2655,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2656,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2657,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2658,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2659,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2660,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2661,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2662,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2663,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2664,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2665,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2666,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2667,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2668,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2669,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2670,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2671,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2672,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2673,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2674,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2675,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2676,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2677,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2678,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2679,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2680,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2681,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2682,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2683,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2684,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2685,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2686,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2687,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2688,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2689,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2690,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2691,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2692,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2693,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2694,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2695,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2696,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2697,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2698,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2699,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2700,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2701,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2702,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2703,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2704,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2705,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2706,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2707,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2708,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2709,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2710,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2711,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2712,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2713,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2714,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2715,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2716,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2717,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2718,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2719,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2720,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2721,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2722,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2723,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2724,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2725,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2726,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2727,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2728,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2729,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2730,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2731,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2732,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2733,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2734,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2735,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2736,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2737,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2738,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2739,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2740,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2741,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2742,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2743,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2744,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2745,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2746,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2747,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2748,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2749,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2750,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2751,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2752,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2753,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2754,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2755,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2756,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2757,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2758,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2759,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2760,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2761,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2762,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2763,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2764,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2765,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2766,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2767,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2768,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2769,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2770,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2771,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2772,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2773,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2774,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2775,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2776,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2777,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2778,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2779,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2780,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2781,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2782,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2783,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2784,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2785,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2786,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2787,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2788,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2789,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2790,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2791,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2792,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2793,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2794,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2795,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2796,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2797,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2798,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2799,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2800,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2801,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2802,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2803,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2804,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2805,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2806,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2807,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2808,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2809,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2810,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2811,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2812,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2813,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2814,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2815,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2816,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2817,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2818,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2819,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2820,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2821,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2822,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2823,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2824,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2825,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2826,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2827,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2828,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2829,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2830,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2831,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2832,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2833,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2834,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2835,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2836,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2837,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2838,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2839,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2840,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2841,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2842,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2843,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2844,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2845,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2846,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2847,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2848,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2849,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2850,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2851,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2852,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2853,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2854,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2855,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2856,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2857,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2858,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2859,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2860,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2861,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2862,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2863,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2864,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2865,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2866,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2867,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2868,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2869,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2870,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2871,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2872,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2873,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2874,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2875,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2876,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2877,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2878,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2879,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2880,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2881,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2882,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2883,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2884,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2885,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2886,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2887,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2888,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2889,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2890,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2891,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
