,name,rating,reviews,ctype,hq,old,employees
2892,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2893,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2894,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2895,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2896,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2897,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2898,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2899,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2900,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2901,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2902,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2903,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2904,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2905,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2906,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2907,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2908,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2909,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2910,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2911,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2912,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2913,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2914,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2915,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2916,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2917,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2918,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2919,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2920,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2921,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2922,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2923,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2924,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2925,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2926,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2927,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2928,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2929,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2930,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2931,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2932,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2933,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2934,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2935,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2936,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2937,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2938,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2939,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2940,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2941,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2942,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2943,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2944,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2945,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2946,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2947,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2948,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2949,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2950,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2951,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2952,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2953,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2954,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2955,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2956,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2957,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2958,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2959,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2960,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2961,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2962,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2963,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2964,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2965,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2966,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2967,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2968,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2969,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2970,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2971,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2972,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2973,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2974,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2975,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2976,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2977,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2978,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2979,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
2980,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
2981,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
2982,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
2983,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
2984,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
2985,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
2986,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
2987,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
2988,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
2989,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
2990,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
2991,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
2992,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
2993,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
2994,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
2995,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
2996,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
2997,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
2998,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
2999,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
3000,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
3001,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
3002,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
3003,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
3004,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
3005,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
3006,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
3007,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
3008,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
3009,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
3010,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
3011,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
3012,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
3013,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
3014,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
3015,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
3016,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
3017,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
3018,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
3019,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
3020,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
3021,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
3022,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
3023,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
3024,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
3025,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
3026,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
3027,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
3028,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
3029,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
3030,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
3031,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
3032,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
3033,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
3034,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
3035,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
3036,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
3037,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
3038,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
3039,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
3040,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
3041,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
3042,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
3043,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
3044,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
3045,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
3046,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
3047,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
3048,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
3049,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
3050,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
3051,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
3052,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
3053,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
3054,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
3055,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
3056,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
3057,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
3058,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
3059,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
3060,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
3061,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
3062,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
3063,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
3064,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
3065,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
3066,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
3067,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
3068,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
3069,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
3070,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
3071,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
3072,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
3073,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
3074,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
3075,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
3076,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
3077,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
3078,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
3079,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
3080,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
3081,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
3082,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
3083,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
3084,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
3085,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
3086,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
3087,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
3088,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
3089,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
3090,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
3091,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
3092,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
3093,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
3094,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
3095,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
3096,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
3097,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
3098,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
3099,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
3100,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
3101,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
3102,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
3103,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
3104,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
3105,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
3106,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
3107,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
3108,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
3109,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
3110,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
3111,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
3112,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
3113,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
3114,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
3115,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
3116,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
3117,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
3118,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
3119,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
3120,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
3121,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
3122,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
3123,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
3124,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
3125,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
3126,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
3127,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
3128,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
3129,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
3130,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
3131,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
3132,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
